BOTTLE,20001102WHPSIOJJW
#code : jjward hyd_to_exchange.pl V1.0
#original files copied from HTML directory: 2000.09.25
#original HYD file: a03hy.txt   Fri Oct 27 14:26:11 2000
#original SUM file: a03su.txt   Mon Sep 25 14:38:01 2000
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRIT,NITRIT_FLAG_W,NO2+NO3,NO2+NO3_FLAG_W,PHSPHT,PHSPHT_FLAG_W
,,,,,,,,,,,,DBAR,IPTS-68,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,
      RUCT40_1,   A03,   116,  1,     12,    k12,2,19931023,0658, 36.9893, -70.8197, 4237,   2247.9,   3.7103,  34.9739,2,  34.9683,2,    268.4,2,    19.02,2,  -999.00,5,    17.33,2,     1.08,2
      RUCT40_1,   A03,   116,  1,     11,     11,2,19931023,0658, 36.9893, -70.8197, 4237,   2443.0,   3.5315,  34.9605,2,  34.9622,2,    270.6,2,    20.42,2,  -999.00,5,    17.14,2,     1.09,2
      RUCT40_1,   A03,   116,  1,     10,    a10,2,19931023,0658, 36.9893, -70.8197, 4237,   2698.7,   3.3235,  34.9514,2,  34.9527,2,    269.7,2,    21.83,2,  -999.00,5,    17.25,2,     1.11,2
      RUCT40_1,   A03,   116,  1,      9,      9,2,19931023,0658, 36.9893, -70.8197, 4237,   2893.2,   3.1149,  34.9424,2,  34.9442,2,    272.2,2,    21.74,2,  -999.00,5,    17.02,2,     1.09,2
      RUCT40_1,   A03,   116,  1,      8,     a8,2,19931023,0658, 36.9893, -70.8197, 4237,   2941.8,   2.8782,  34.9975,4,  34.9348,2,    272.2,2,    23.28,2,  -999.00,5,    17.09,2,     1.08,2
      RUCT40_1,   A03,   116,  1,      7,      7,2,19931023,0658, 36.9893, -70.8197, 4237,   3298.4,   2.6871,  34.9209,2,  34.9235,2,    273.9,2,    24.13,2,  -999.00,5,    16.86,2,     1.07,2
      RUCT40_1,   A03,   116,  1,      6,    a23,2,19931023,0658, 36.9893, -70.8197, 4237,   3507.9,   2.4970,  34.9097,2,  34.9129,2,    276.9,2,    24.90,2,  -999.00,5,    16.71,2,     1.07,2
      RUCT40_1,   A03,   116,  1,      5,      5,2,19931023,0658, 36.9893, -70.8197, 4237,   3703.0,   2.3720,  34.8889,2,  34.9064,2,    278.2,2,    26.22,2,  -999.00,5,    16.94,2,     1.08,2
      RUCT40_1,   A03,   116,  1,      4,      4,2,19931023,0658, 36.9893, -70.8197, 4237,   3928.5,   2.2875,  34.8856,2,  34.8964,2,    276.2,2,    30.18,2,  -999.00,5,    17.35,2,     1.13,2
      RUCT40_1,   A03,   116,  1,      3,     a3,2,19931023,0658, 36.9893, -70.8197, 4237,   4009.2,   2.2575,  34.8846,2,  34.8952,2,    274.6,2,    31.13,2,  -999.00,5,    17.64,2,     1.13,2
      RUCT40_1,   A03,   116,  1,      2,      2,2,19931023,0658, 36.9893, -70.8197, 4237,   4120.9,   2.2302,  34.8689,3,  34.8895,2,    271.6,2,    34.24,2,  -999.00,5,    18.02,2,     1.17,2
      RUCT40_1,   A03,   116,  1,      1,      1,2,19931023,0658, 36.9893, -70.8197, 4237,   4223.0,   2.2030,  34.8766,2,  34.8887,2,    271.5,2,    38.49,2,  -999.00,5,    18.58,2,     1.21,2
      RUCT40_1,   A03,   117,  1,     24,    k17,2,19931023,1055, 37.0843, -71.0247, 4139,     12.2,  24.8665,  36.3748,2,  36.3727,2,    201.5,2,     3.65,2,     0.01,2,     0.22,2,     0.00,2
      RUCT40_1,   A03,   117,  1,     23,      6,2,19931023,1055, 37.0843, -71.0247, 4139,    147.7,  19.4079,  36.6321,2,  36.6358,2,    210.6,2,     3.67,2,     0.07,2,     0.52,2,     0.04,2
      RUCT40_1,   A03,   117,  1,     22,     22,2,19931023,1055, 37.0843, -71.0247, 4139,    287.0,  18.4899,  36.5709,2,  36.5874,2,    213.2,2,     3.69,2,     0.03,2,     2.47,2,     0.12,2
      RUCT40_1,   A03,   117,  1,     21,     18,2,19931023,1055, 37.0843, -71.0247, 4139,    388.2,  18.0380,  36.5309,2,  36.5326,2,    210.5,2,     3.51,2,     0.01,2,     3.50,2,     0.15,2
      RUCT40_1,   A03,   117,  1,     20,     15,2,19931023,1055, 37.0843, -71.0247, 4139,    598.8,  14.4615,  35.9140,2,  35.9245,2,    173.6,2,     7.59,2,     0.02,2,    12.61,2,     0.70,2
      RUCT40_1,   A03,   117,  1,     19,    k19,2,19931023,1055, 37.0843, -71.0247, 4139,    764.3,  10.9088,  35.4114,3,  35.3777,2,    136.7,2,    15.52,2,  -999.00,5,    23.02,2,     1.36,2
      RUCT40_1,   A03,   117,  1,     18,     24,2,19931023,1055, 37.0843, -71.0247, 4139,    915.6,   7.6269,  35.0047,3,  34.9838,2,    139.3,2,    23.85,2,  -999.00,5,    28.74,2,     1.73,2
      RUCT40_1,   A03,   117,  1,     17,    k21,2,19931023,1055, 37.0843, -71.0247, 4139,    980.2,   7.7056,  35.1563,3,  35.1293,2,    172.8,2,    17.47,2,  -999.00,5,    23.89,2,     1.40,2
      RUCT40_1,   A03,   117,  1,     16,    a16,2,19931023,1055, 37.0843, -71.0247, 4139,   1109.8,   5.4032,  35.0221,2,  35.0211,2,    220.7,2,    15.97,2,  -999.00,5,    20.85,2,     1.29,2
      RUCT40_1,   A03,   117,  1,     15,     20,2,19931023,1055, 37.0843, -71.0247, 4139,   1367.8,   4.4696,  34.9782,2,  34.9935,2,    257.2,2,    14.57,2,  -999.00,5,    19.09,2,     1.17,2
      RUCT40_1,   A03,   117,  1,     14,     14,2,19931023,1055, 37.0843, -71.0247, 4139,   1556.1,   4.1563,  34.9550,2,  34.9702,2,    264.6,2,    14.33,2,  -999.00,5,    18.61,2,     1.15,2
      RUCT40_1,   A03,   117,  1,     13,    a13,2,19931023,1055, 37.0843, -71.0247, 4139,   1650.6,   4.0416,  34.9496,3,  34.9693,2,    268.5,2,    14.41,2,  -999.00,5,    18.71,2,     1.13,2
      RUCT40_1,   A03,   117,  1,     12,    k12,2,19931023,1055, 37.0843, -71.0247, 4139,   1867.7,   3.8331,  34.9625,2,  34.9590,2,    271.9,2,    15.09,2,  -999.00,5,    18.62,2,     1.13,2
      RUCT40_1,   A03,   117,  1,     11,     11,2,19931023,1055, 37.0843, -71.0247, 4139,   2100.4,   3.7205,  34.9500,2,  34.9580,2,    273.2,2,    15.94,2,  -999.00,5,    18.37,2,     1.13,2
      RUCT40_1,   A03,   117,  1,     10,    a10,2,19931023,1055, 37.0843, -71.0247, 4139,   2304.1,   3.5710,  34.9620,2,  34.9564,2,    271.8,2,    16.98,2,  -999.00,5,    18.47,2,     1.13,2
      RUCT40_1,   A03,   117,  1,      9,      9,2,19931023,1055, 37.0843, -71.0247, 4139,   2493.3,   3.4358,  34.9765,2,  34.9618,2,    271.8,2,    18.93,2,  -999.00,5,    18.52,2,     1.13,2
      RUCT40_1,   A03,   117,  1,      8,     a8,2,19931023,1055, 37.0843, -71.0247, 4139,   2687.3,   3.2704,  34.9709,2,  34.9561,2,    269.6,2,    20.49,2,  -999.00,5,    18.54,2,     1.15,2
      RUCT40_1,   A03,   117,  1,      7,      7,2,19931023,1055, 37.0843, -71.0247, 4139,   2901.0,   3.0100,  34.9459,2,  34.9411,2,    271.7,2,    21.19,2,  -999.00,5,    18.15,2,     1.12,2
      RUCT40_1,   A03,   117,  1,      6,    a23,2,19931023,1055, 37.0843, -71.0247, 4139,   3206.4,   2.7123,  34.9330,2,  34.9253,2,    276.9,2,    22.59,2,  -999.00,5,    17.87,2,     1.11,2
      RUCT40_1,   A03,   117,  1,      5,      5,2,19931023,1055, 37.0843, -71.0247, 4139,   3528.1,   2.4188,  34.9116,2,  34.9084,2,    278.6,2,    25.29,2,  -999.00,5,    17.78,2,     1.11,2
      RUCT40_1,   A03,   117,  1,      4,      4,2,19931023,1055, 37.0843, -71.0247, 4139,   3819.8,   2.2657,  34.8999,2,  34.8979,2,    275.7,2,    29.78,2,  -999.00,5,    18.14,2,     1.18,2
      RUCT40_1,   A03,   117,  1,      3,     a3,2,19931023,1055, 37.0843, -71.0247, 4139,   3991.7,   2.2216,  34.8874,2,  34.8928,2,    273.3,2,    33.94,2,  -999.00,5,    18.49,2,     1.21,2
      RUCT40_1,   A03,   117,  1,      2,      2,2,19931023,1055, 37.0843, -71.0247, 4139,   4085.6,   2.2019,  34.8802,2,  34.9448,4,    268.9,2,    35.75,2,  -999.00,5,    18.32,2,     1.21,2
      RUCT40_1,   A03,   117,  1,      1,      1,2,19931023,1055, 37.0843, -71.0247, 4139,   4144.6,   2.1868,  34.8835,2,  34.8885,2,    268.9,2,    39.01,2,  -999.00,5,    18.74,2,     1.25,2
      RUCT40_1,   A03,   118,  1,     24,    k17,2,19931023,1430, 37.1833, -71.2227, 4082,     11.4,  26.4740,  36.2731,2,  36.2848,2,    198.9,2,     3.46,2,     0.00,2,     0.00,2,     0.02,2
      RUCT40_1,   A03,   118,  1,     23,      6,2,19931023,1430, 37.1833, -71.2227, 4082,    133.3,  20.4109,  36.7159,2,  36.7222,2,    191.8,2,     3.46,2,     0.04,2,     1.61,2,     0.12,2
      RUCT40_1,   A03,   118,  1,     22,     22,2,19931023,1430, 37.1833, -71.2227, 4082,    296.3,  18.4399,  36.5889,2,  36.5947,2,    213.2,2,     3.33,2,     0.01,2,     1.86,2,     0.12,2
      RUCT40_1,   A03,   118,  1,     21,     18,2,19931023,1430, 37.1833, -71.2227, 4082,    447.8,  16.6411,  36.2783,2,  36.2783,2,    179.2,2,     5.27,2,     0.00,2,     7.92,2,     0.42,2
      RUCT40_1,   A03,   118,  1,     20,     15,2,19931023,1430, 37.1833, -71.2227, 4082,    670.2,  11.4744,  35.4820,2,-999.0000,5,   -999.0,5,  -999.00,5,  -999.00,5,  -999.00,5,  -999.00,5
      RUCT40_1,   A03,   118,  1,     19,    k19,2,19931023,1430, 37.1833, -71.2227, 4082,    820.1,   8.1903,  35.0982,2,  35.0881,2,    147.6,2,    20.61,2,  -999.00,5,    25.95,2,     1.58,2
      RUCT40_1,   A03,   118,  1,     18,     24,2,19931023,1430, 37.1833, -71.2227, 4082,    915.6,   6.3322,  35.1092,2,  35.0926,2,    202.8,2,    17.37,2,  -999.00,5,    21.61,2,     1.36,2
      RUCT40_1,   A03,   118,  1,     17,    k21,2,19931023,1430, 37.1833, -71.2227, 4082,   1042.9,   5.0486,  35.0192,2,  35.0181,2,    235.5,2,    15.56,2,  -999.00,5,    19.40,2,     1.24,2
      RUCT40_1,   A03,   118,  1,     16,    a16,2,19931023,1430, 37.1833, -71.2227, 4082,   1237.7,   4.4732,  34.9678,3,  34.9917,2,    255.5,2,    15.00,2,  -999.00,5,    18.88,2,     1.15,2
      RUCT40_1,   A03,   118,  1,     15,     20,2,19931023,1430, 37.1833, -71.2227, 4082,   1375.5,   4.2643,  34.9598,3,  34.9860,2,    261.5,2,    14.94,2,  -999.00,5,    18.43,2,     1.18,2
      RUCT40_1,   A03,   118,  1,     14,     14,2,19931023,1430, 37.1833, -71.2227, 4082,   1459.0,   4.1561,  34.9420,4,  34.9738,2,    264.6,2,    14.80,2,  -999.00,5,    17.73,2,     1.15,2
      RUCT40_1,   A03,   118,  1,     13,    a13,2,19931023,1430, 37.1833, -71.2227, 4082,   1650.6,   3.9267,  34.9481,2,  34.9626,2,    270.2,2,    15.23,2,  -999.00,5,    18.36,2,     1.13,2
      RUCT40_1,   A03,   118,  1,     12,    k12,2,19931023,1430, 37.1833, -71.2227, 4082,   1906.9,   3.7941,  34.9541,2,  34.9665,2,    269.7,2,    16.15,2,  -999.00,5,    17.89,2,     1.11,2
      RUCT40_1,   A03,   118,  1,     11,     11,2,19931023,1430, 37.1833, -71.2227, 4082,   2111.7,   3.6162,  34.9328,4,  34.9580,2,    275.4,2,    17.03,2,  -999.00,5,    18.08,2,     1.11,2
      RUCT40_1,   A03,   118,  1,     10,    a10,2,19931023,1430, 37.1833, -71.2227, 4082,   2397.0,   3.4261,  34.9590,2,  34.9622,2,    269.7,2,  -999.00,5,  -999.00,5,    18.19,2,     1.15,2
      RUCT40_1,   A03,   118,  1,      9,      9,2,19931023,1430, 37.1833, -71.2227, 4082,   2687.2,   3.1258,  34.9403,2,  34.9496,2,    271.4,2,  -999.00,5,  -999.00,5,    18.05,2,     1.13,2
      RUCT40_1,   A03,   118,  1,      8,     a8,2,19931023,1430, 37.1833, -71.2227, 4082,   2912.9,   2.9136,  34.9397,2,  34.9383,2,    264.8,2,    21.48,2,  -999.00,5,    18.06,2,     1.12,2
      RUCT40_1,   A03,   118,  1,      7,      7,2,19931023,1430, 37.1833, -71.2227, 4082,   3136.9,   2.6913,  34.9328,2,  34.9251,2,    273.5,2,    22.28,2,  -999.00,5,    17.42,2,     1.11,2
      RUCT40_1,   A03,   118,  1,      6,    a23,2,19931023,1430, 37.1833, -71.2227, 4082,   3300.7,   2.5502,  34.9086,2,  34.9170,2,    276.9,2,    23.23,2,  -999.00,5,    17.28,2,     1.11,2
      RUCT40_1,   A03,   118,  1,      5,      5,2,19931023,1430, 37.1833, -71.2227, 4082,   3607.3,   2.3322,  34.8867,2,  34.9050,2,    278.6,2,    25.76,2,  -999.00,5,    17.75,2,     1.13,2
      RUCT40_1,   A03,   118,  1,      4,      4,2,19931023,1430, 37.1833, -71.2227, 4082,   3799.1,   2.2486,  34.8951,2,  34.8977,2,    274.4,2,    31.50,2,  -999.00,5,    18.34,2,     1.19,2
      RUCT40_1,   A03,   118,  1,      3,     a3,2,19931023,1430, 37.1833, -71.2227, 4082,   3960.5,   2.2110,  34.8895,2,  34.8926,2,    272.9,2,    38.84,2,  -999.00,5,    18.23,2,     1.21,2
      RUCT40_1,   A03,   118,  1,      2,      2,2,19931023,1430, 37.1833, -71.2227, 4082,   4069.4,   2.1932,  34.8850,2,  34.8893,2,    269.4,2,    37.51,2,  -999.00,5,    18.80,2,     1.24,2
      RUCT40_1,   A03,   118,  1,      1,      1,2,19931023,1430, 37.1833, -71.2227, 4082,   4089.8,   2.1838,  34.8868,2,  34.8889,2,    271.5,2,    39.26,2,  -999.00,5,    19.11,2,     1.25,2
      RUCT40_1,   A03,   119,  1,     24,    k17,2,19931023,1810, 37.2697, -71.3707, 3980,      9.6,  26.3249,  36.3070,2,  36.3126,2,    201.0,2,     2.51,2,     0.00,2,     0.06,2,     0.00,2
      RUCT40_1,   A03,   119,  1,     23,      6,2,19931023,1810, 37.2697, -71.3707, 3980,     85.6,  24.8803,  36.6427,2,  36.6271,2,    182.7,2,     2.46,2,     0.04,2,     0.56,2,     0.03,2
      RUCT40_1,   A03,   119,  1,     22,     22,2,19931023,1810, 37.2697, -71.3707, 3980,    167.2,  19.4093,  36.6636,2,  36.6517,2,    206.6,2,     2.46,2,     0.07,2,     0.68,2,     0.02,2
      RUCT40_1,   A03,   119,  1,     21,     18,2,19931023,1810, 37.2697, -71.3707, 3980,    332.2,  17.7517,  36.4944,3,  36.5173,2,    204.4,2,     2.84,2,     0.00,2,     3.94,2,     0.18,2
      RUCT40_1,   A03,   119,  1,     20,     15,2,19931023,1810, 37.2697, -71.3707, 3980,    580.2,  11.4935,  35.4761,3,  35.4457,2,    137.5,2,    13.88,2,     0.00,2,    20.50,2,     1.28,2
      RUCT40_1,   A03,   119,  1,     19,    k19,2,19931023,1810, 37.2697, -71.3707, 3980,    731.5,   7.9692,  35.0714,3,  35.0511,2,    148.5,2,    21.03,2,  -999.00,5,    25.91,2,     1.58,2
      RUCT40_1,   A03,   119,  1,     18,     24,2,19931023,1810, 37.2697, -71.3707, 3980,    788.1,   6.8681,  35.0919,2,  35.0773,2,    187.2,2,    17.02,2,  -999.00,5,    22.02,2,     1.35,2
      RUCT40_1,   A03,   119,  1,     17,     21,2,19931023,1810, 37.2697, -71.3707, 3980,    917.3,   5.0045,  35.0186,2,  35.0144,2,    239.0,2,    14.86,2,  -999.00,5,    18.68,2,     1.16,2
      RUCT40_1,   A03,   119,  1,     16,    a16,2,19931023,1810, 37.2697, -71.3707, 3980,   1058.6,   4.6155,  34.9967,2,  34.9988,2,    252.0,2,    14.37,2,  -999.00,5,    17.93,2,     1.11,2
      RUCT40_1,   A03,   119,  1,     15,     20,2,19931023,1810, 37.2697, -71.3707, 3980,   1281.4,   4.2024,  34.9603,2,  34.9722,2,    265.9,2,    14.10,2,  -999.00,5,    17.51,2,     1.09,2
      RUCT40_1,   A03,   119,  1,     14,     14,2,19931023,1810, 37.2697, -71.3707, 3980,   1567.4,   3.8706,  34.9360,2,  34.9515,2,    272.4,2,    14.43,2,  -999.00,5,    16.87,2,     1.05,2
      RUCT40_1,   A03,   119,  1,     13,    a13,2,19931023,1810, 37.2697, -71.3707, 3980,   1734.0,   3.7607,  34.9608,2,  34.9561,2,    274.1,2,    14.94,2,  -999.00,5,    17.37,2,     1.09,2
      RUCT40_1,   A03,   119,  1,     12,    k12,2,19931023,1810, 37.2697, -71.3707, 3980,   1926.1,   3.6841,  34.9486,2,  34.9604,2,    275.0,2,    15.80,2,  -999.00,5,    17.28,2,     1.06,2
      RUCT40_1,   A03,   119,  1,     11,     11,2,19931023,1810, 37.2697, -71.3707, 3980,   2138.8,   3.5384,  34.9699,2,  34.9612,2,    276.7,2,    17.19,2,  -999.00,5,    17.07,2,     1.09,2
      RUCT40_1,   A03,   119,  1,     10,    a10,2,19931023,1810, 37.2697, -71.3707, 3980,   2273.4,   3.4505,  34.9695,2,  34.9626,2,    273.6,2,    18.10,2,  -999.00,5,    17.25,2,     1.13,2
      RUCT40_1,   A03,   119,  1,      9,      9,2,19931023,1810, 37.2697, -71.3707, 3980,   2379.9,   3.3295,  34.9762,3,  34.9545,2,    275.3,2,    18.66,2,  -999.00,5,    16.97,2,     1.09,2
      RUCT40_1,   A03,   119,  1,      8,     a8,2,19931023,1810, 37.2697, -71.3707, 3980,   2613.5,   3.0963,  34.9419,2,  34.9474,2,    273.9,2,    20.44,2,  -999.00,5,    17.40,2,     1.07,2
      RUCT40_1,   A03,   119,  1,      7,      7,2,19931023,1810, 37.2697, -71.3707, 3980,   2784.5,   2.9134,  34.9355,2,  34.9371,2,    276.5,2,    21.34,2,  -999.00,5,    17.02,2,     1.07,2
      RUCT40_1,   A03,   119,  1,      6,    a23,2,19931023,1810, 37.2697, -71.3707, 3980,   2934.6,   2.6610,  34.9922,4,  34.9228,2,    278.2,2,    21.80,2,  -999.00,5,    16.67,2,     1.03,2
      RUCT40_1,   A03,   119,  1,      5,      5,2,19931023,1810, 37.2697, -71.3707, 3980,   3353.4,   2.4428,  34.9067,2,  34.9299,3,    281.7,2,    21.80,2,  -999.00,5,    17.02,2,     1.09,2
      RUCT40_1,   A03,   119,  1,      4,      4,2,19931023,1810, 37.2697, -71.3707, 3980,   3613.7,   2.2887,  34.8974,2,  34.9011,2,    281.4,2,    26.88,2,  -999.00,5,    17.23,2,     1.10,2
      RUCT40_1,   A03,   119,  1,      3,     a3,2,19931023,1810, 37.2697, -71.3707, 3980,   3760.7,   2.2221,  34.8968,2,  34.8948,2,    282.0,2,    30.78,2,  -999.00,5,    17.73,2,     1.11,2
      RUCT40_1,   A03,   119,  1,      2,      2,2,19931023,1810, 37.2697, -71.3707, 3980,   3890.3,   2.1845,  34.8833,2,  34.8889,2,    274.6,2,    34.56,2,  -999.00,5,    18.15,2,     1.19,2
      RUCT40_1,   A03,   119,  1,      1,      1,2,19931023,1810, 37.2697, -71.3707, 3980,   3977.9,   2.1780,  34.8751,2,  34.8873,2,    274.6,2,    37.23,2,  -999.00,5,    18.06,2,     1.19,2
      RUCT40_1,   A03,   120,  1,     24,    k17,2,19931023,2318, 37.3583, -71.5228, 3715,     12.0,  26.6273,  36.1844,2,  36.1863,2,    199.8,2,     2.47,2,     0.01,2,  -999.00,5,     0.00,2
      RUCT40_1,   A03,   120,  1,     23,      6,2,19931023,2318, 37.3583, -71.5228, 3715,     55.5,  26.6429,  36.2135,2,  36.2186,2,    199.3,2,     2.48,2,     0.00,2,     0.17,2,     0.00,2
      RUCT40_1,   A03,   120,  1,     22,     22,2,19931023,2318, 37.3583, -71.5228, 3715,     94.4,  24.0599,  36.7667,2,  36.7790,2,    171.8,2,     2.46,2,     0.04,2,     2.09,2,     0.09,2
      RUCT40_1,   A03,   120,  1,     21,     18,2,19931023,2318, 37.3583, -71.5228, 3715,    179.4,  18.8265,  36.5456,2,  36.5566,2,    157.5,2,     4.12,2,     0.00,2,     7.43,2,     0.35,2
      RUCT40_1,   A03,   120,  1,     20,     15,2,19931023,2318, 37.3583, -71.5228, 3715,    389.1,  11.9809,  35.5763,3,  35.5508,2,    156.7,2,    11.24,2,     0.01,2,    17.93,2,     1.09,2
      RUCT40_1,   A03,   120,  1,     19,    k19,2,19931023,2318, 37.3583, -71.5228, 3715,    493.2,   8.3974,  35.0613,2,  35.0639,2,    137.6,2,    21.01,2,  -999.00,5,    26.15,2,     1.61,2
      RUCT40_1,   A03,   120,  1,     18,     24,2,19931023,2318, 37.3583, -71.5228, 3715,    592.9,   8.1409,  35.1406,3,  35.1147,2,    161.1,2,    18.37,2,  -999.00,5,    24.05,2,     1.46,2
      RUCT40_1,   A03,   120,  1,     17,     21,2,19931023,2318, 37.3583, -71.5228, 3715,    691.9,   6.0699,  35.0528,2,  35.0554,2,    208.9,2,    16.31,2,  -999.00,5,    20.71,2,     1.26,2
      RUCT40_1,   A03,   120,  1,     16,    a16,2,19931023,2318, 37.3583, -71.5228, 3715,    788.1,   4.9815,  35.0167,2,  35.0110,2,    241.6,2,    15.18,2,  -999.00,5,    18.69,2,     1.13,2
      RUCT40_1,   A03,   120,  1,     15,     20,2,19931023,2318, 37.3583, -71.5228, 3715,   1022.6,   4.3483,  34.9757,2,  34.9825,2,    263.3,2,    14.61,2,  -999.00,5,    17.74,2,     1.09,2
      RUCT40_1,   A03,   120,  1,     14,     14,2,19931023,2318, 37.3583, -71.5228, 3715,   1208.3,   4.0429,  34.9628,2,  34.9653,2,    269.4,2,    14.57,2,  -999.00,5,    17.09,2,     1.05,2
      RUCT40_1,   A03,   120,  1,     13,    a13,2,19931023,2318, 37.3583, -71.5228, 3715,   1416.8,   3.8609,  34.9394,2,  34.9572,2,    271.9,2,    14.76,2,  -999.00,5,    17.24,2,     1.09,2
      RUCT40_1,   A03,   120,  1,     12,    k12,2,19931023,2318, 37.3583, -71.5228, 3715,   1590.1,   3.7293,  34.9427,2,  34.9497,2,    277.1,2,    15.53,2,  -999.00,5,    16.92,2,     1.05,2
      RUCT40_1,   A03,   120,  1,     11,     11,2,19931023,2318, 37.3583, -71.5228, 3715,   1821.5,   3.6167,  34.9683,2,  34.9563,2,    276.7,2,    16.43,2,  -999.00,5,    16.90,2,     1.06,2
      RUCT40_1,   A03,   120,  1,     10,    a10,2,19931023,2318, 37.3583, -71.5228, 3715,   2027.7,   3.4871,  34.9749,2,  34.9592,2,    271.8,2,    17.85,2,  -999.00,5,    17.17,2,     1.08,2
      RUCT40_1,   A03,   120,  1,      9,      9,2,19931023,2318, 37.3583, -71.5228, 3715,   2227.3,   3.3076,  34.9686,2,  34.9588,2,    277.5,2,    19.21,2,  -999.00,5,    16.91,2,     1.05,2
      RUCT40_1,   A03,   120,  1,      8,     a8,2,19931023,2318, 37.3583, -71.5228, 3715,   2420.2,   3.1310,  34.9635,2,  34.9494,2,    274.8,2,    20.73,2,  -999.00,5,    17.19,2,     1.05,2
      RUCT40_1,   A03,   120,  1,      7,      7,2,19931023,2318, 37.3583, -71.5228, 3715,   2633.5,   2.9368,  34.9484,2,  34.9395,2,    275.2,2,    21.57,2,  -999.00,5,    16.83,2,     1.05,2
      RUCT40_1,   A03,   120,  1,      6,    a23,2,19931023,2318, 37.3583, -71.5228, 3715,   2828.6,   2.7314,  34.9439,2,  34.9279,2,    277.4,2,    22.18,2,  -999.00,5,    16.69,2,     1.03,2
      RUCT40_1,   A03,   120,  1,      5,      5,2,19931023,2318, 37.3583, -71.5228, 3715,   2941.4,   2.5009,  34.9954,4,  34.9147,2,    282.1,2,    23.54,2,  -999.00,5,    16.63,2,     1.05,2
      RUCT40_1,   A03,   120,  1,      4,      4,2,19931023,2318, 37.3583, -71.5228, 3715,   3330.2,   2.3036,  34.9098,2,  34.9050,2,    281.4,2,    26.70,2,  -999.00,5,    16.75,2,     1.09,2
      RUCT40_1,   A03,   120,  1,      3,     a3,2,19931023,2318, 37.3583, -71.5228, 3715,   3496.8,   2.2116,  34.8945,2,  34.8973,2,    279.0,2,    31.45,2,  -999.00,5,    17.42,2,     1.12,2
      RUCT40_1,   A03,   120,  1,      2,      2,2,19931023,2318, 37.3583, -71.5228, 3715,   3595.9,   2.1834,  34.8823,2,  34.8934,2,    276.8,2,    34.34,2,  -999.00,5,    17.69,2,     1.15,2
      RUCT40_1,   A03,   120,  1,      1,      1,2,19931023,2318, 37.3583, -71.5228, 3715,   3666.0,   2.1731,  34.8939,2,  34.8918,2,    275.4,2,    35.20,2,  -999.00,5,    17.69,2,     1.14,2
      RUCT40_1,   A03,   121,  1,     24,    k17,2,19931024,0417, 37.4080, -71.7373, 3442,     12.1,  24.5345,  35.8021,3,  35.7198,2,    211.6,2,     3.65,2,     0.01,2,     0.23,2,     0.00,2
      RUCT40_1,   A03,   121,  1,     23,      6,2,19931024,0417, 37.4080, -71.7373, 3442,     50.2,  22.1318,  35.0228,3,  34.8589,2,    223.0,2,     3.45,2,     0.02,2,     0.30,2,     0.00,2
      RUCT40_1,   A03,   121,  1,     22,     22,2,19931024,0417, 37.4080, -71.7373, 3442,     99.3,  18.9829,  35.8846,4,  35.6782,2,    199.4,2,     5.66,2,     0.19,2,     4.05,2,     0.25,2
      RUCT40_1,   A03,   121,  1,     21,     18,2,19931024,0417, 37.4080, -71.7373, 3442,    187.9,  12.1682,  35.4764,4,  35.5253,2,    148.4,2,    13.73,2,     0.02,2,    19.16,2,     1.11,2
      RUCT40_1,   A03,   121,  1,     20,     15,2,19931024,0417, 37.4080, -71.7373, 3442,    293.9,   8.7412,  35.1519,2,  35.1601,2,    150.2,2,    19.70,2,     0.02,2,    24.80,2,     1.46,2
      RUCT40_1,   A03,   121,  1,     19,    k19,2,19931024,0417, 37.4080, -71.7373, 3442,    394.4,   7.4610,  35.0970,2,  35.1033,2,    174.1,2,    18.76,2,  -999.00,5,    23.52,2,     1.41,2
      RUCT40_1,   A03,   121,  1,     18,     24,2,19931024,0417, 37.4080, -71.7373, 3442,    493.0,   6.0802,  35.0335,2,  35.0524,2,    207.2,2,    17.15,2,  -999.00,5,    21.62,2,     1.29,2
      RUCT40_1,   A03,   121,  1,     17,     21,2,19931024,0417, 37.4080, -71.7373, 3442,    589.8,   5.1165,  35.0057,3,  35.0262,2,    235.5,2,    15.68,2,  -999.00,5,    19.61,2,     1.21,2
      RUCT40_1,   A03,   121,  1,     16,    a16,2,19931024,0417, 37.4080, -71.7373, 3442,    684.5,   4.7919,  34.9995,2,  35.0087,2,    247.6,2,    14.90,2,  -999.00,5,    18.90,2,     1.16,2
      RUCT40_1,   A03,   121,  1,     15,     20,2,19931024,0417, 37.4080, -71.7373, 3442,    831.1,   4.3861,  34.9728,2,  34.9848,2,    261.1,2,    14.37,2,  -999.00,5,    18.30,2,     1.11,2
